"","Código da Província","Província","Código do Mun.","Município","Sexo_Condicao","Total_Almas","Raças_Branco","Raças_Pardo","Raças_Preto","Raças_Caboclo","Estado civil_Solteiro","Estado civil_Casado","Estado civil_Viúvo","Religião_Católicos","Religião_Acatólico","Nacionalidade_Brasileira","Nacionalidade_Estrangeira","Instrução_Sabem Ler e Escrever","Instrução_Analfabetos","Instrução - população escolar de 6 a 15 anos_Frequentam Escola","Instrução - população escolar de 6 a 15 anos_Não Frequentam Escola","Instrução - população escolar de 6 a 15 anos_S./ Inf. da Frequência Escolar","Defeitos físicos_Cegos","Defeitos físicos_Surdos-Mudos","Defeitos físicos_Aleijados","Defeitos físicos_Dementes","Defeitos físicos_Alienados","Ausentes_Ausentes","Transeuntes_Transeuntes","Faixa Etária_1 mês","Faixa Etária_2 meses","Faixa Etária_3 meses","Faixa Etária_4 meses","Faixa Etária_5 meses","Faixa Etária_6 meses","Faixa Etária_7 meses","Faixa Etária_8 meses","Faixa Etária_9 meses","Faixa Etária_10 meses","Faixa Etária_11 meses","Faixa Etária_1 ano","Faixa Etária_2 anos","Faixa Etária_3 anos","Faixa Etária_4 anos","Faixa Etária_5 anos","Faixa Etária_6-10 anos","Faixa Etária_11-15 anos","Faixa Etária_16-20 anos","Faixa Etária_21-25 anos","Faixa Etária_26-30 anos","Faixa Etária_31-40 anos","Faixa Etária_41-50 anos","Faixa Etária_51-60 anos","Faixa Etária_61-70 anos","Faixa Etária_71-80 anos","Faixa Etária_81-90 anos","Faixa Etária_91-100 anos","Faixa Etária_Maiores de 100","Faixa Etária_S/inf.","Brasileiros segundo origem_Brasileiros adotivos","Brasileiros segundo origem_Estrang. Naturalizados","Brasileiros segundo origem_Amazonas","Brasileiros segundo origem_Pará","Brasileiros segundo origem_Maranhão","Brasileiros segundo origem_Piauhy","Brasileiros segundo origem_Ceará","Brasileiros segundo origem_Rio Grande do Norte","Brasileiros segundo origem_Parahyba","Brasileiros segundo origem_Pernambuco","Brasileiros segundo origem_Alagoas","Brasileiros segundo origem_Sergipe","Brasileiros segundo origem_Bahia","Brasileiros segundo origem_Espírito Santo","Brasileiros segundo origem_Rio de Janeiro","Brasileiros segundo origem_São Paulo","Brasileiros segundo origem_Paraná","Brasileiros segundo origem_Santa Catharina","Brasileiros segundo origem_Rio Grande do Sul","Brasileiros segundo origem_Minas Geraes","Brasileiros segundo origem_Goyaz","Brasileiros segundo origem_Matto Grosso","Brasileiros segundo origem_S./Inf. de Origem","Estrangeiros segundo origem_Africanos","Estrangeiros segundo origem_Alemães","Estrangeiros segundo origem_Austríacos","Estrangeiros segundo origem_Argentinos","Estrangeiros segundo origem_Belgas","Estrangeiros segundo origem_Bolivianos","Estrangeiros segundo origem_Chineses","Estrangeiros segundo origem_Dinamarqueses","Estrangeiros segundo origem_Franceses","Estrangeiros segundo origem_Gregos","Estrangeiros segundo origem_Espanhóis","Estrangeiros segundo origem_Holandeses","Estrangeiros segundo origem_Húngaros","Estrangeiros segundo origem_Ingleses","Estrangeiros segundo origem_Italianos","Estrangeiros segundo origem_Japoneses","Estrangeiros segundo origem_Mexicanos","Estrangeiros segundo origem_Norte-americanos","Estrangeiros segundo origem_Orientais","Estrangeiros segundo origem_Paraguaios","Estrangeiros segundo origem_Persas","Estrangeiros segundo origem_Peruanos","Estrangeiros segundo origem_Portugueses","Estrangeiros segundo origem_Russos","Estrangeiros segundo origem_Suissos","Estrangeiros segundo origem_Suecos","Estrangeiros segundo origem_Turcos","Estrangeiros segundo origem_Estrang. S./ Inf.","Prof. liberais_Seculares (religiosos)","Prof. liberais_Homens (relig. Regular)","Prof. liberais_Mulheres (relig. Regular)","Prof. liberais_Juizes","Prof. liberais_Advogados","Prof. liberais_Notários e escrivães","Prof. liberais_Procuradores","Prof. liberais_Oficiais de justiça","Prof. liberais_Médicos","Prof. liberais_Cirurgiões","Prof. liberais_Farmacêuticos","Prof. liberais_Parteiros","Prof. liberais_Professores e homens de letras","Prof. liberais_Empregados públicos","Prof. liberais_Artistas","Outras ocupações_Militares","Outras ocupações_Marítimos","Outras ocupações_Pescadores","Outras ocupações_Capitalistas e proprietários","Prof. Industriais e comerciais_Manufatureiros e fabricantes","Prof. Industriais e comerciais_Comerciantes, guarda-livros e caixeiros","Prof. Manuais e Mec._Costureiras","Prof. Manuais e Mec._canteiros, calcoteiros, mineiros e cavouqueiros","Prof. Manuais e Mec._em metais","Prof. Manuais e Mec._em madeiras","Prof. Manuais e Mec._em tecidos","Prof. Manuais e Mec._de edificações","Prof. Manuais e Mec._em couros e peles","Prof. Manuais e Mec._em tinturaria","Prof. Manuais e Mec._de vestuários","Prof. Manuais e Mec._de chapéus","Prof. Manuais e Mec._de calçado","Prof. Agric._Lavradores","Prof. Agric._Criadores","Outras ocupações_Criados e jornaleiros","Outras ocupações_Serviço doméstico","Sem profissão_Sem profissão","Outras ocupações_S./ Inf."
"1458",3,"Maranhão",306,"Santo Ignácio do Pinheiro","Total Livres",448,0,151,297,0,445,3,0,448,0,438,10,0,448,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,18,15,12,15,29,54,103,50,38,47,22,17,5,3,3,1,2,0,0,0,0,438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,17,0,0,0,0,3,231,0,0,53,128,0
"1459",3,"Maranhão",306,"Santo Ignácio do Pinheiro","Total Livres",1803,899,731,136,37,1525,241,37,1803,0,1785,18,511,1292,87,85,0,8,5,22,4,0,6,0,15,20,12,17,27,26,37,46,41,52,51,63,43,47,38,49,69,103,192,175,180,164,173,87,48,16,8,2,1,1,0,0,0,0,1784,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,3,0,0,5,0,0,111,0,0,20,36,1,4,2,0,35,0,23,692,74,5,10,777,0
"1460",3,"Maranhão",306,"Santo Ignácio do Pinheiro","Total Livres",490,0,191,299,0,486,2,2,490,0,484,6,0,490,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,15,17,5,28,21,28,49,100,59,46,53,29,21,7,4,2,3,1,0,0,0,0,484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,49,0,0,0,0,0,0,260,0,0,51,119,0
"1461",3,"Maranhão",306,"Santo Ignácio do Pinheiro","Total Livres",1824,862,747,182,33,1528,215,81,1824,0,1818,6,98,1726,31,220,0,7,2,4,1,1,4,0,15,19,21,26,30,28,28,50,32,55,61,79,93,95,108,68,113,138,179,124,115,104,80,58,49,30,15,4,2,5,0,0,0,0,1816,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,84,399,0,0,0,34,0,0,0,0,0,0,430,0,1,130,742,0
"1462",3,"Maranhão",306,"Santo Ignácio do Pinheiro","Total Livres",938,0,342,596,0,931,5,2,938,0,922,16,0,938,0,0,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,24,35,20,40,36,57,103,203,109,84,100,51,38,12,7,5,4,3,0,0,0,0,922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,8,8,49,17,0,0,0,0,3,491,0,0,104,247,0
"1463",3,"Maranhão",306,"Santo Ignácio do Pinheiro","Total Livres",3627,1761,1478,318,70,3053,456,118,3627,0,3603,24,609,3018,118,305,0,15,7,26,5,1,10,0,30,39,33,43,57,54,65,96,73,107,112,142,136,142,146,117,182,241,371,299,295,268,253,145,97,46,23,6,3,6,0,0,0,0,3600,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,14,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,2,1,3,0,0,5,3,0,195,399,0,20,36,35,4,2,0,35,0,23,1122,74,6,140,1519,0
"1464",3,"Maranhão",304,"São Bento","Total",13271,4239,5292,3596,144,11458,1451,362,13239,32,13137,134,1969,11302,830,1744,946,42,22,107,10,16,280,190,41,26,26,32,20,40,30,36,26,16,21,320,434,451,434,435,1988,1532,1360,1279,1093,1420,980,669,296,138,43,19,7,59,0,0,0,2,13117,3,6,0,1,4,2,0,2,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,2,0,0,2,9,0,2,3,0,0,1,0,9,14,54,1,35,26,4,26,140,1322,2,54,226,609,31,7,0,130,1,106,3430,96,1391,776,4741,21
"1465",3,"Maranhão",304,"São Bento","Total Livres",1811,0,509,1302,0,1782,21,8,1811,0,1782,29,1,1810,0,0,469,3,0,7,0,0,35,5,0,0,0,0,0,0,0,0,0,0,2,42,60,55,59,65,272,197,220,247,144,173,137,94,31,7,0,2,0,4,0,0,0,0,1778,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,4,0,0,0,0,0,19,66,4,9,0,0,16,0,21,1087,0,159,40,377,6
"1466",3,"Maranhão",304,"São Bento","Total Livres",4529,2090,1915,459,65,3694,730,105,4519,10,4461,68,1527,3002,626,740,2,16,16,64,5,11,130,81,24,12,13,14,11,19,17,19,9,8,11,119,167,166,176,156,735,633,396,344,313,401,316,246,112,45,15,5,1,26,0,0,0,2,4452,2,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,2,0,0,2,9,0,2,3,0,0,1,0,9,14,40,1,33,22,4,26,140,0,2,35,160,17,22,7,0,114,1,85,1186,68,323,66,2134,1
"1467",3,"Maranhão",304,"São Bento","Total Livres",1793,0,601,1192,0,1771,13,9,1793,0,1784,9,0,1793,0,0,465,3,1,1,0,0,19,2,0,0,0,0,0,0,0,0,0,0,4,37,61,72,55,34,277,188,234,195,176,239,139,53,18,3,0,0,0,8,0,0,0,0,1782,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,0,0,0,22,0,0,0,0,0,0,923,0,181,100,446,2
"1468",3,"Maranhão",304,"São Bento","Total Livres",5138,2149,2267,643,79,4211,687,240,5116,22,5110,28,441,4697,204,1004,10,20,5,35,5,5,96,102,17,14,13,18,9,21,13,17,17,8,4,122,146,158,144,180,704,514,510,493,460,607,388,276,135,83,28,12,6,21,0,0,0,0,5105,0,0,0,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,1203,0,0,0,566,0,0,0,0,0,0,234,28,728,570,1784,12
"1469",3,"Maranhão",304,"São Bento","Total Livres",3604,0,1110,2494,0,3553,34,17,3604,0,3566,38,1,3603,0,0,934,6,1,8,0,0,54,7,0,0,0,0,0,0,0,0,0,0,6,79,121,127,114,99,549,385,454,442,320,412,276,147,49,10,0,2,0,12,0,0,0,0,3560,1,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,4,0,0,0,119,0,19,66,26,9,0,0,16,0,21,2010,0,340,140,823,8
"1470",3,"Maranhão",304,"São Bento","Total Livres",9667,4239,4182,1102,144,7905,1417,345,9635,32,9571,96,1968,7699,830,1744,12,36,21,99,10,16,226,183,41,26,26,32,20,40,30,36,26,16,15,241,313,324,320,336,1439,1147,906,837,773,1008,704,522,247,128,43,17,7,47,0,0,0,2,9557,2,3,0,1,3,1,0,2,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,2,0,0,2,9,0,2,3,0,0,1,0,9,14,53,1,33,22,4,26,140,1203,2,35,160,583,22,7,0,114,1,85,1420,96,1051,636,3918,13
"1471",3,"Maranhão",323,"São Bernardo","Total",7821,2263,4169,805,584,5011,2256,554,7821,0,7814,7,1000,6821,140,1637,154,7,7,36,5,7,109,85,27,35,24,23,36,35,37,45,25,44,48,347,339,358,349,330,1113,818,890,721,614,645,430,234,140,51,30,10,10,13,0,0,0,2,7169,444,193,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,2,0,1,0,3,0,0,0,0,4,5,0,0,0,27,45,172,114,0,633,36,40,50,32,5,0,28,0,21,3008,212,231,746,2399,5
"1472",3,"Maranhão",323,"São Bernardo","Total Livres",256,0,121,135,0,250,5,1,256,0,255,1,1,255,0,0,73,0,0,1,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,4,12,9,12,7,40,33,34,27,24,19,16,11,5,1,1,0,0,1,0,0,0,0,235,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,2,0,0,0,0,2,141,0,0,32,71,0
"1473",3,"Maranhão",323,"São Bernardo","Total Livres",3685,1122,1974,277,312,2280,1155,250,3685,0,3681,4,816,2869,98,829,0,3,5,26,3,7,83,44,15,18,14,13,20,20,19,21,11,28,25,172,162,159,164,148,542,385,418,365,309,255,201,94,54,19,15,6,6,7,0,0,0,2,3389,203,81,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,2,0,1,0,3,0,0,0,0,3,5,0,0,0,27,34,33,80,0,0,31,37,13,30,5,0,28,0,19,1827,178,127,1,1194,5
"1474",3,"Maranhão",323,"São Bernardo","Total Livres",250,0,139,111,0,247,2,1,250,0,250,0,0,250,0,0,81,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,5,10,12,8,5,38,43,38,26,18,18,13,8,3,1,3,0,0,0,0,0,0,0,229,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,71,0,5,52,62,0
"1475",3,"Maranhão",323,"São Bernardo","Total Livres",3630,1141,1935,282,272,2234,1094,302,3630,0,3628,2,183,3447,42,808,0,4,2,9,2,0,22,39,12,17,10,10,16,15,18,24,14,16,22,166,155,178,165,170,493,357,400,303,263,353,200,121,78,30,11,4,4,5,0,0,0,0,3316,201,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,11,139,34,0,573,0,0,37,0,0,0,0,0,0,969,34,99,661,1072,0
"1476",3,"Maranhão",323,"São Bernardo","Total Livres",506,0,260,246,0,497,7,2,506,0,505,1,1,505,0,0,154,0,0,1,0,0,4,2,0,0,0,0,0,0,0,0,0,0,1,9,22,21,20,12,78,76,72,53,42,37,29,19,8,2,4,0,0,1,0,0,0,0,464,40,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,5,3,0,2,0,0,0,0,2,212,0,5,84,133,0
"1477",3,"Maranhão",323,"São Bernardo","Total Livres",7315,2263,3909,559,584,4514,2249,552,7315,0,7309,6,999,6316,140,1637,0,7,7,35,5,7,105,83,27,35,24,23,36,35,37,45,25,44,47,338,317,337,329,318,1035,742,818,668,572,608,401,215,132,49,26,10,10,12,0,0,0,2,6705,404,192,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,2,0,1,0,3,0,0,0,0,4,5,0,0,0,27,45,172,114,0,573,31,37,50,30,5,0,28,0,19,2796,212,226,662,2266,5
"1478",3,"Maranhão",332,"São Francisco","Total",7800,2694,3771,1241,94,4933,2712,155,7800,0,7756,44,3316,4484,418,1855,220,21,3,50,4,4,21,32,25,9,8,8,15,12,17,12,17,23,29,70,50,69,55,103,1454,1039,1441,1359,937,486,344,105,52,18,14,11,13,5,0,0,0,3,7589,69,7,7,52,11,5,8,2,0,3,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,10,0,18,0,0,65,203,0,43,161,0,0,18,0,22,3,0,21,0,0,1944,0,346,1040,3902,0
"1479",3,"Maranhão",332,"São Francisco","Total Livres",494,0,179,315,0,426,54,14,494,0,486,8,0,494,0,0,122,0,0,13,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,10,7,6,6,11,84,38,54,64,63,77,32,21,12,4,2,2,1,0,0,0,0,0,462,9,2,0,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,90,0,94,0
"1480",3,"Maranhão",332,"São Francisco","Total Livres",3667,1466,1749,412,40,2255,1349,63,3667,0,3645,22,1903,1764,241,903,0,12,2,17,3,2,7,18,11,4,5,5,8,2,11,6,9,8,11,25,21,27,25,40,641,503,748,672,453,199,153,39,21,8,3,5,4,0,0,0,0,3,3575,28,3,3,20,1,4,4,1,0,3,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,12,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,18,0,0,55,100,0,34,0,0,0,18,0,22,3,0,21,0,0,1136,0,168,543,1542,0
"1481",3,"Maranhão",332,"São Francisco","Total Livres",357,0,124,233,0,302,44,11,357,0,350,7,0,357,0,0,98,0,0,12,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,6,3,4,5,12,69,29,62,57,51,23,14,9,2,1,4,1,3,2,0,0,0,0,328,10,0,1,7,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,103,0,38,0,157,0
"1482",3,"Maranhão",332,"São Francisco","Total Livres",3282,1228,1719,281,54,1950,1265,67,3282,0,3275,7,1413,1869,177,952,0,9,1,8,1,2,10,14,14,5,3,3,7,10,6,6,8,15,18,29,19,32,19,40,660,469,577,566,370,187,145,36,17,5,5,3,5,3,0,0,0,0,3224,22,2,3,15,7,0,1,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,103,0,9,102,0,0,0,0,0,0,0,0,0,0,405,0,50,497,2109,0
"1483",3,"Maranhão",332,"São Francisco","Total Livres",851,0,303,548,0,728,98,25,851,0,836,15,0,851,0,0,220,0,0,25,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,16,10,10,11,23,153,67,116,121,114,100,46,30,14,5,6,3,4,2,0,0,0,0,790,19,2,1,17,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,59,0,0,0,0,0,0,0,0,0,0,403,0,128,0,251,0
"1484",3,"Maranhão",332,"São Francisco","Total Livres",6949,2694,3468,693,94,4205,2614,130,6949,0,6920,29,3316,3633,418,1855,0,21,3,25,4,4,17,32,25,9,8,8,15,12,17,12,17,23,29,54,40,59,44,80,1301,972,1325,1238,823,386,298,75,38,13,8,8,9,3,0,0,0,3,6799,50,5,6,35,8,4,5,2,0,3,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,10,0,18,0,0,55,203,0,43,102,0,0,18,0,22,3,0,21,0,0,1541,0,218,1040,3651,0
"1485",3,"Maranhão",329,"São José dos Marrões","Total",15442,4250,8127,2610,455,11267,3231,944,15442,0,15291,151,2096,13346,311,2564,794,48,21,83,8,14,142,112,82,58,53,57,49,63,44,45,66,43,37,410,604,537,574,532,2089,1580,1602,1434,1215,1697,1194,730,448,127,38,13,6,15,14,1,0,0,13684,1218,281,1,9,45,0,3,22,0,0,0,0,0,1,1,7,1,3,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,4,8,8,8,11,2,15,26,122,118,1093,0,34,66,21,18,4,0,23,0,40,7747,113,309,1270,4380,0
"1486",3,"Maranhão",329,"São José dos Marrões","Total Livres",1519,0,545,974,0,1412,76,31,1519,0,1459,60,0,1519,0,0,382,4,1,21,0,0,39,0,0,0,0,0,0,0,0,0,0,0,2,32,44,48,58,61,183,199,166,123,121,194,149,79,45,13,0,1,0,1,0,0,0,0,1362,89,6,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,11,0,4,0,0,0,0,6,1055,0,25,48,360,0
"1487",3,"Maranhão",329,"São José dos Marrões","Total Livres",6179,2132,3524,292,231,4191,1557,431,6179,0,6150,29,1409,4770,207,1244,0,18,15,48,2,10,62,64,36,32,29,26,25,32,20,17,34,24,28,158,283,233,264,223,865,586,572,504,454,625,458,332,229,48,23,10,5,4,11,0,0,0,5464,498,132,0,4,20,0,3,12,0,0,0,0,0,1,1,3,1,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,7,8,8,11,2,15,26,11,93,0,0,24,55,3,14,4,0,23,0,33,3717,106,166,6,1845,0
"1488",3,"Maranhão",329,"São José dos Marrões","Total Livres",1501,0,531,970,0,1382,82,37,1501,0,1470,31,2,1499,0,0,412,7,3,1,0,0,21,0,0,0,0,0,0,0,0,0,0,0,1,30,61,44,36,32,199,213,188,162,129,203,118,43,29,9,2,0,0,2,0,0,0,0,1377,88,1,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127,0,0,0,2,0,0,0,0,0,0,818,0,3,220,331,0
"1489",3,"Maranhão",329,"São José dos Marrões","Total Livres",6243,2118,3527,374,224,4282,1516,445,6243,0,6212,31,685,5558,104,1320,0,19,2,13,6,4,20,48,46,26,24,31,24,31,24,28,32,19,6,190,216,212,216,216,842,582,676,645,511,675,469,276,145,57,13,2,1,8,3,1,0,0,5481,543,142,1,4,22,0,0,8,0,0,0,0,0,0,0,4,0,3,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,111,25,966,0,0,0,16,0,0,0,0,0,1,2157,7,115,996,1844,0
"1490",3,"Maranhão",329,"São José dos Marrões","Total Livres",3020,0,1076,1944,0,2794,158,68,3020,0,2929,91,2,3018,0,0,794,11,4,22,0,0,60,0,0,0,0,0,0,0,0,0,0,0,3,62,105,92,94,93,382,412,354,285,250,397,267,122,74,22,2,1,0,3,0,0,0,0,2739,177,7,0,1,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127,0,10,11,2,4,0,0,0,0,6,1873,0,28,268,691,0
"1491",3,"Maranhão",329,"São José dos Marrões","Total Livres",12422,4250,7051,666,455,8473,3073,876,12422,0,12362,60,2094,10328,311,2564,0,37,17,61,8,14,82,112,82,58,53,57,49,63,44,45,66,43,34,348,499,445,480,439,1707,1168,1248,1149,965,1300,927,608,374,105,36,12,6,12,14,1,0,0,10945,1041,274,1,8,42,0,3,20,0,0,0,0,0,1,1,7,1,3,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,4,8,8,8,11,2,15,26,122,118,966,0,24,55,19,14,4,0,23,0,34,5874,113,281,1002,3689,0
"1492",3,"Maranhão",301,"São Luis","Total",31604,11905,11171,8195,333,26836,3665,1103,31527,77,29743,1861,12018,19586,2434,2576,2005,88,29,143,22,27,507,359,152,150,179,176,197,172,203,207,218,183,250,628,683,653,699,905,3869,3146,3361,3373,3034,3254,2515,1744,909,427,136,62,18,101,64,10,6,142,28177,500,260,39,71,154,29,31,96,0,60,11,0,4,3,11,0,1,74,282,11,2,1,1,0,13,3,39,0,34,0,0,38,11,0,2,25,5,20,0,1,1148,1,8,1,0,0,28,5,117,23,30,11,6,8,16,2,17,6,88,1114,392,710,471,280,442,189,1728,3316,70,325,788,59,296,44,0,465,21,385,2590,5,2242,5496,9773,46
